id,X,Y,Z,o_X,o_Y,o_Z,skyangle,skytexture,source_node,dest_node,type,neigh_id,interp_id,
194,3.45,-4.85,0.064,1.5707963267948966,0.0,0.0,28.106264922071475,clear_mountains_70.exr_preview.png,26,-1,self,-1,-1,
195,3.35,-4.25,0.064,1.5707963267948966,0.0,0.0,337.19053035464833,snowy_mountains_10.exr_preview.png,27,-1,self,-1,-1,
196,3.3642857142857143,-4.25,0.064,1.5707963267948966,0.0,0.0,194.29674862389402,empty_10.exr_preview.png,27,127,interp,0,1,
197,3.3785714285714286,-4.25,0.064,1.5707963267948966,0.0,0.0,18.72662638361971,above_ocean_10.exr_preview.png,27,127,interp,0,2,
198,3.392857142857143,-4.25,0.064,1.5707963267948966,0.0,0.0,287.09967341399505,clear_mountains_10.exr_preview.png,27,127,interp,0,3,
199,3.4071428571428575,-4.25,0.064,1.5707963267948966,0.0,0.0,241.3672944347599,clear_mountains_70.exr_preview.png,27,127,interp,0,4,
200,3.4214285714285717,-4.25,0.064,1.5707963267948966,0.0,0.0,106.03978071558953,Hazy_mountains_10.exr_preview.png,27,127,interp,0,5,
201,3.435714285714286,-4.25,0.064,1.5707963267948966,0.0,0.0,338.94107346673894,snowy_mountains_30.exr_preview.png,27,127,interp,0,6,
202,3.335714285714286,-4.25,0.064,1.5707963267948966,0.0,0.0,20.071210716806878,Hazy_mountains_10.exr_preview.png,27,129,interp,1,1,
203,3.3214285714285716,-4.25,0.064,1.5707963267948966,0.0,0.0,4.985844073241226,hazy_mountains_70.exr_preview.png,27,129,interp,1,2,
204,3.3071428571428574,-4.25,0.064,1.5707963267948966,0.0,0.0,23.786401759916206,empty_10.exr_preview.png,27,129,interp,1,3,
205,3.2928571428571427,-4.25,0.064,1.5707963267948966,0.0,0.0,293.86774497848165,above_ocean_10.exr_preview.png,27,129,interp,1,4,
206,3.2785714285714285,-4.25,0.064,1.5707963267948966,0.0,0.0,51.82272667065094,cirrus_10.exr_preview.png,27,129,interp,1,5,
207,3.2642857142857142,-4.25,0.064,1.5707963267948966,0.0,0.0,71.87379714612406,hazy_mountains_70.exr_preview.png,27,129,interp,1,6,
208,3.35,-4.45,0.064,1.5707963267948966,0.0,0.0,196.81820204221214,cloudy_70.exr_preview.png,28,-1,self,-1,-1,
209,3.3642857142857143,-4.45,0.064,1.5707963267948966,0.0,0.0,240.0558625888182,snowy_mountains_30.exr_preview.png,28,128,interp,0,1,
210,3.3785714285714286,-4.45,0.064,1.5707963267948966,0.0,0.0,283.28509541076164,altocumulus_10.exr_preview.png,28,128,interp,0,2,
211,3.392857142857143,-4.45,0.064,1.5707963267948966,0.0,0.0,251.21018589536635,cumulus_70.exr_preview.png,28,128,interp,0,3,
212,3.4071428571428575,-4.45,0.064,1.5707963267948966,0.0,0.0,169.0856713588107,altocumulus_70.exr_preview.png,28,128,interp,0,4,
213,3.4214285714285717,-4.45,0.064,1.5707963267948966,0.0,0.0,325.63731177158695,snowy_mountains_10.exr_preview.png,28,128,interp,0,5,
214,3.435714285714286,-4.45,0.064,1.5707963267948966,0.0,0.0,190.38209494719916,cumulus_10.exr_preview.png,28,128,interp,0,6,
215,3.335714285714286,-4.45,0.064,1.5707963267948966,0.0,0.0,324.1162590493252,cumulus_70.exr_preview.png,28,130,interp,1,1,
216,3.3214285714285716,-4.45,0.064,1.5707963267948966,0.0,0.0,334.85082332968005,cumulus_10.exr_preview.png,28,130,interp,1,2,
217,3.3071428571428574,-4.45,0.064,1.5707963267948966,0.0,0.0,306.63501256043725,snowy_mountains_30.exr_preview.png,28,130,interp,1,3,
218,3.2928571428571427,-4.45,0.064,1.5707963267948966,0.0,0.0,294.3109057958901,mars_10.exr_preview.png,28,130,interp,1,4,
219,3.2785714285714285,-4.45,0.064,1.5707963267948966,0.0,0.0,118.45833371419258,cumulus_10.exr_preview.png,28,130,interp,1,5,
220,3.2642857142857142,-4.45,0.064,1.5707963267948966,0.0,0.0,274.55104955387645,cumulus_70.exr_preview.png,28,130,interp,1,6,
221,3.25,-4.35,0.064,1.5707963267948966,0.0,0.0,101.48290806320547,cumulus_10.exr_preview.png,29,-1,self,-1,-1,
222,3.25,-4.335714285714285,0.064,1.5707963267948966,0.0,0.0,27.212115543992347,mars_70.exr_preview.png,29,129,interp,0,1,
223,3.25,-4.321428571428571,0.064,1.5707963267948966,0.0,0.0,354.0222772614596,empty_70.exr_preview.png,29,129,interp,0,2,
224,3.25,-4.307142857142857,0.064,1.5707963267948966,0.0,0.0,168.13890107382122,empty_10.exr_preview.png,29,129,interp,0,3,
225,3.25,-4.292857142857143,0.064,1.5707963267948966,0.0,0.0,185.85497268402392,clear_mountains_70.exr_preview.png,29,129,interp,0,4,
226,3.25,-4.2785714285714285,0.064,1.5707963267948966,0.0,0.0,239.02524680142616,clear_70.exr_preview.png,29,129,interp,0,5,
227,3.25,-4.264285714285714,0.064,1.5707963267948966,0.0,0.0,126.30761834904678,cirrus_70.exr_preview.png,29,129,interp,0,6,
228,3.25,-4.364285714285714,0.064,1.5707963267948966,0.0,0.0,254.29038900736649,clear_70.exr_preview.png,29,130,interp,1,1,
229,3.25,-4.378571428571428,0.064,1.5707963267948966,0.0,0.0,318.7296426536861,cumulus_70.exr_preview.png,29,130,interp,1,2,
230,3.25,-4.392857142857142,0.064,1.5707963267948966,0.0,0.0,20.610880470732653,cloudy_10.exr_preview.png,29,130,interp,1,3,
231,3.25,-4.4071428571428575,0.064,1.5707963267948966,0.0,0.0,99.73444413570867,mars_10.exr_preview.png,29,130,interp,1,4,
232,3.25,-4.421428571428572,0.064,1.5707963267948966,0.0,0.0,262.27182030534857,clear_mountains_10.exr_preview.png,29,130,interp,1,5,
233,3.25,-4.435714285714286,0.064,1.5707963267948966,0.0,0.0,116.24265550340593,cloudy_70.exr_preview.png,29,130,interp,1,6,
234,3.25,-4.65,0.064,1.5707963267948966,0.0,0.0,308.1814226645496,mars_10.exr_preview.png,30,-1,self,-1,-1,
235,3.25,-4.635714285714286,0.064,1.5707963267948966,0.0,0.0,102.03071739906083,clear_70.exr_preview.png,30,131,interp,0,1,
236,3.25,-4.621428571428572,0.064,1.5707963267948966,0.0,0.0,322.91420984088495,clear_mountains_10.exr_preview.png,30,131,interp,0,2,
237,3.25,-4.607142857142858,0.064,1.5707963267948966,0.0,0.0,221.34178862616938,clear_70.exr_preview.png,30,131,interp,0,3,
238,3.25,-4.5928571428571425,0.064,1.5707963267948966,0.0,0.0,201.4957765932667,clear_10.exr_preview.png,30,131,interp,0,4,
239,3.25,-4.578571428571428,0.064,1.5707963267948966,0.0,0.0,355.71144325230836,cirrus_10.exr_preview.png,30,131,interp,0,5,
240,3.25,-4.564285714285714,0.064,1.5707963267948966,0.0,0.0,295.8189277398573,altocumulus_70.exr_preview.png,30,131,interp,0,6,
241,3.15,-4.25,0.064,1.5707963267948966,0.0,0.0,232.13434928875648,mars_70.exr_preview.png,31,-1,self,-1,-1,
242,3.1357142857142857,-4.25,0.064,1.5707963267948966,0.0,0.0,276.51803361349823,Hazy_mountains_10.exr_preview.png,31,33,interp,0,1,
243,3.1214285714285714,-4.25,0.064,1.5707963267948966,0.0,0.0,171.98978086150592,hazy_mountains_70.exr_preview.png,31,33,interp,0,2,
244,3.107142857142857,-4.25,0.064,1.5707963267948966,0.0,0.0,319.558054692656,mars_10.exr_preview.png,31,33,interp,0,3,
245,3.0928571428571425,-4.25,0.064,1.5707963267948966,0.0,0.0,245.20045045323477,cloudy_70.exr_preview.png,31,33,interp,0,4,
246,3.0785714285714283,-4.25,0.064,1.5707963267948966,0.0,0.0,247.09954675038622,snowy_mountains_10.exr_preview.png,31,33,interp,0,5,
247,3.064285714285714,-4.25,0.064,1.5707963267948966,0.0,0.0,44.57924588871127,mars_70.exr_preview.png,31,33,interp,0,6,
248,3.164285714285714,-4.25,0.064,1.5707963267948966,0.0,0.0,334.81907814383976,empty_70.exr_preview.png,31,129,interp,1,1,
249,3.1785714285714284,-4.25,0.064,1.5707963267948966,0.0,0.0,10.427901378884457,above_ocean_10.exr_preview.png,31,129,interp,1,2,
250,3.1928571428571426,-4.25,0.064,1.5707963267948966,0.0,0.0,287.6990647800382,snowy_mountains_30.exr_preview.png,31,129,interp,1,3,
251,3.2071428571428573,-4.25,0.064,1.5707963267948966,0.0,0.0,358.0478548071813,cirrus_10.exr_preview.png,31,129,interp,1,4,
252,3.2214285714285715,-4.25,0.064,1.5707963267948966,0.0,0.0,268.30766483427834,altocumulus_70.exr_preview.png,31,129,interp,1,5,
253,3.2357142857142858,-4.25,0.064,1.5707963267948966,0.0,0.0,44.401985755016845,snowy_mountains_30.exr_preview.png,31,129,interp,1,6,
254,3.15,-4.55,0.064,1.5707963267948966,0.0,0.0,257.6840324198337,altocumulus_70.exr_preview.png,32,-1,self,-1,-1,
255,3.1357142857142857,-4.55,0.064,1.5707963267948966,0.0,0.0,156.86904980913948,empty_5.exr_preview.png,32,34,interp,0,1,
256,3.1214285714285714,-4.55,0.064,1.5707963267948966,0.0,0.0,244.07868196132262,cloudy_10.exr_preview.png,32,34,interp,0,2,
257,3.107142857142857,-4.55,0.064,1.5707963267948966,0.0,0.0,353.8661355765657,cumulus_70.exr_preview.png,32,34,interp,0,3,
258,3.0928571428571425,-4.55,0.064,1.5707963267948966,0.0,0.0,269.2850842118237,cumulus_10.exr_preview.png,32,34,interp,0,4,
259,3.0785714285714283,-4.55,0.064,1.5707963267948966,0.0,0.0,71.71744026005906,clear_10.exr_preview.png,32,34,interp,0,5,
260,3.064285714285714,-4.55,0.064,1.5707963267948966,0.0,0.0,318.2562052169503,empty_70.exr_preview.png,32,34,interp,0,6,
261,3.164285714285714,-4.55,0.064,1.5707963267948966,0.0,0.0,273.33899546703947,mars_70.exr_preview.png,32,131,interp,1,1,
262,3.1785714285714284,-4.55,0.064,1.5707963267948966,0.0,0.0,162.88403993435145,hazy_mountains_70.exr_preview.png,32,131,interp,1,2,
263,3.1928571428571426,-4.55,0.064,1.5707963267948966,0.0,0.0,70.19576678312174,snowy_mountains_30.exr_preview.png,32,131,interp,1,3,
264,3.2071428571428573,-4.55,0.064,1.5707963267948966,0.0,0.0,119.97248772740929,mars_70.exr_preview.png,32,131,interp,1,4,
265,3.2214285714285715,-4.55,0.064,1.5707963267948966,0.0,0.0,20.48005686146721,altocumulus_70.exr_preview.png,32,131,interp,1,5,
266,3.2357142857142858,-4.55,0.064,1.5707963267948966,0.0,0.0,257.197070761084,altocumulus_10.exr_preview.png,32,131,interp,1,6,
267,3.05,-4.25,0.064,1.5707963267948966,0.0,0.0,162.25087563036507,mars_10.exr_preview.png,33,-1,self,-1,-1,
268,3.0357142857142856,-4.25,0.064,1.5707963267948966,0.0,0.0,198.60883564412538,cumulus_10.exr_preview.png,33,35,interp,0,1,
269,3.0214285714285714,-4.25,0.064,1.5707963267948966,0.0,0.0,147.1186768740798,cumulus_10.exr_preview.png,33,35,interp,0,2,
270,3.007142857142857,-4.25,0.064,1.5707963267948966,0.0,0.0,317.3683068133663,mars_10.exr_preview.png,33,35,interp,0,3,
271,2.992857142857143,-4.25,0.064,1.5707963267948966,0.0,0.0,15.726370392489905,mars_10.exr_preview.png,33,35,interp,0,4,
272,2.9785714285714286,-4.25,0.064,1.5707963267948966,0.0,0.0,280.2214009048682,mars_70.exr_preview.png,33,35,interp,0,5,
273,2.9642857142857144,-4.25,0.064,1.5707963267948966,0.0,0.0,217.0099293842441,cloudy_70.exr_preview.png,33,35,interp,0,6,
274,3.05,-4.55,0.064,1.5707963267948966,0.0,0.0,231.90814410626956,empty_5.exr_preview.png,34,-1,self,-1,-1,
275,3.0357142857142856,-4.55,0.064,1.5707963267948966,0.0,0.0,136.7919767173762,Hazy_mountains_10.exr_preview.png,34,36,interp,0,1,
276,3.0214285714285714,-4.55,0.064,1.5707963267948966,0.0,0.0,149.06926888744584,snowy_mountains_30.exr_preview.png,34,36,interp,0,2,
277,3.007142857142857,-4.55,0.064,1.5707963267948966,0.0,0.0,323.54235495866,cumulus_10.exr_preview.png,34,36,interp,0,3,
278,2.992857142857143,-4.55,0.064,1.5707963267948966,0.0,0.0,34.905045055723804,clear_70.exr_preview.png,34,36,interp,0,4,
279,2.9785714285714286,-4.55,0.064,1.5707963267948966,0.0,0.0,239.58479482444233,empty_70.exr_preview.png,34,36,interp,0,5,
280,2.9642857142857144,-4.55,0.064,1.5707963267948966,0.0,0.0,126.46238020775974,cirrus_70.exr_preview.png,34,36,interp,0,6,
281,2.95,-4.25,0.064,1.5707963267948966,0.0,0.0,149.8500673622754,snowy_mountains_30.exr_preview.png,35,-1,self,-1,-1,
282,2.935714285714286,-4.25,0.064,1.5707963267948966,0.0,0.0,66.45785555726076,empty_10.exr_preview.png,35,38,interp,0,1,
283,2.9214285714285717,-4.25,0.064,1.5707963267948966,0.0,0.0,346.1137786917996,cirrus_10.exr_preview.png,35,38,interp,0,2,
284,2.9071428571428575,-4.25,0.064,1.5707963267948966,0.0,0.0,27.032082302979465,cloudy_10.exr_preview.png,35,38,interp,0,3,
285,2.892857142857143,-4.25,0.064,1.5707963267948966,0.0,0.0,3.2448582731280373,altocumulus_10.exr_preview.png,35,38,interp,0,4,
286,2.8785714285714286,-4.25,0.064,1.5707963267948966,0.0,0.0,225.03623235206535,altocumulus_10.exr_preview.png,35,38,interp,0,5,
287,2.8642857142857143,-4.25,0.064,1.5707963267948966,0.0,0.0,356.0973735735618,above_ocean_70.exr_preview.png,35,38,interp,0,6,
288,2.95,-4.55,0.064,1.5707963267948966,0.0,0.0,289.1542129179681,empty_70.exr_preview.png,36,-1,self,-1,-1,
289,2.935714285714286,-4.55,0.064,1.5707963267948966,0.0,0.0,262.3569779402186,snowy_mountains_30.exr_preview.png,36,39,interp,0,1,
290,2.9214285714285717,-4.55,0.064,1.5707963267948966,0.0,0.0,299.19248096955357,cumulus_10.exr_preview.png,36,39,interp,0,2,
291,2.9071428571428575,-4.55,0.064,1.5707963267948966,0.0,0.0,244.32362368748656,cirrus_10.exr_preview.png,36,39,interp,0,3,
292,2.892857142857143,-4.55,0.064,1.5707963267948966,0.0,0.0,66.61674579341698,hazy_mountains_70.exr_preview.png,36,39,interp,0,4,
293,2.8785714285714286,-4.55,0.064,1.5707963267948966,0.0,0.0,5.385754506538674,hazy_mountains_70.exr_preview.png,36,39,interp,0,5,
294,2.8642857142857143,-4.55,0.064,1.5707963267948966,0.0,0.0,357.8624969676496,clear_mountains_70.exr_preview.png,36,39,interp,0,6,
295,2.85,-3.35,0.064,1.5707963267948966,0.0,0.0,170.75856827877138,clear_10.exr_preview.png,37,-1,self,-1,-1,
296,2.835714285714286,-3.35,0.064,1.5707963267948966,0.0,0.0,37.271456557203805,snowy_mountains_10.exr_preview.png,37,40,interp,0,1,
297,2.8214285714285716,-3.35,0.064,1.5707963267948966,0.0,0.0,356.3642156179472,clear_70.exr_preview.png,37,40,interp,0,2,
298,2.8071428571428574,-3.35,0.064,1.5707963267948966,0.0,0.0,335.7930166593739,snowy_mountains_10.exr_preview.png,37,40,interp,0,3,
299,2.7928571428571427,-3.35,0.064,1.5707963267948966,0.0,0.0,45.69110157268719,cumulus_70.exr_preview.png,37,40,interp,0,4,
300,2.7785714285714285,-3.35,0.064,1.5707963267948966,0.0,0.0,71.70154473853943,clear_mountains_70.exr_preview.png,37,40,interp,0,5,
301,2.7642857142857142,-3.35,0.064,1.5707963267948966,0.0,0.0,22.263632690726535,cirrus_10.exr_preview.png,37,40,interp,0,6,
302,2.85,-4.25,0.064,1.5707963267948966,0.0,0.0,71.34203784180752,Hazy_mountains_10.exr_preview.png,38,-1,self,-1,-1,
303,2.835714285714286,-4.25,0.064,1.5707963267948966,0.0,0.0,1.8883785433753841,cumulus_10.exr_preview.png,38,41,interp,0,1,
304,2.8214285714285716,-4.25,0.064,1.5707963267948966,0.0,0.0,140.87371114245246,cirrus_10.exr_preview.png,38,41,interp,0,2,
305,2.8071428571428574,-4.25,0.064,1.5707963267948966,0.0,0.0,151.61442407276058,cloudy_10.exr_preview.png,38,41,interp,0,3,
306,2.7928571428571427,-4.25,0.064,1.5707963267948966,0.0,0.0,14.124480438696988,empty_70.exr_preview.png,38,41,interp,0,4,
307,2.7785714285714285,-4.25,0.064,1.5707963267948966,0.0,0.0,183.60616570093083,altocumulus_70.exr_preview.png,38,41,interp,0,5,
308,2.7642857142857142,-4.25,0.064,1.5707963267948966,0.0,0.0,158.30240202688648,above_ocean_70.exr_preview.png,38,41,interp,0,6,
309,2.85,-4.55,0.064,1.5707963267948966,0.0,0.0,15.173511098096725,clear_mountains_10.exr_preview.png,39,-1,self,-1,-1,
310,2.835714285714286,-4.55,0.064,1.5707963267948966,0.0,0.0,211.58731690709192,hazy_mountains_70.exr_preview.png,39,42,interp,0,1,
311,2.8214285714285716,-4.55,0.064,1.5707963267948966,0.0,0.0,226.80644762881397,cloudy_10.exr_preview.png,39,42,interp,0,2,
312,2.8071428571428574,-4.55,0.064,1.5707963267948966,0.0,0.0,1.4500690108771597,mars_10.exr_preview.png,39,42,interp,0,3,
313,2.7928571428571427,-4.55,0.064,1.5707963267948966,0.0,0.0,161.3658016461447,empty_10.exr_preview.png,39,42,interp,0,4,
314,2.7785714285714285,-4.55,0.064,1.5707963267948966,0.0,0.0,167.9038553932692,altocumulus_70.exr_preview.png,39,42,interp,0,5,
315,2.7642857142857142,-4.55,0.064,1.5707963267948966,0.0,0.0,270.1208118569833,snowy_mountains_10.exr_preview.png,39,42,interp,0,6,
316,2.75,-3.35,0.064,1.5707963267948966,0.0,0.0,175.27587047779377,clear_mountains_10.exr_preview.png,40,-1,self,-1,-1,
317,2.7357142857142858,-3.35,0.064,1.5707963267948966,0.0,0.0,129.4606701208322,cirrus_70.exr_preview.png,40,154,interp,0,1,
318,2.7214285714285715,-3.35,0.064,1.5707963267948966,0.0,0.0,319.5199434439139,above_ocean_70.exr_preview.png,40,154,interp,0,2,
319,2.7071428571428573,-3.35,0.064,1.5707963267948966,0.0,0.0,188.73401587383452,snowy_mountains_30.exr_preview.png,40,154,interp,0,3,
320,2.6928571428571426,-3.35,0.064,1.5707963267948966,0.0,0.0,18.25091038925112,empty_10.exr_preview.png,40,154,interp,0,4,
321,2.6785714285714284,-3.35,0.064,1.5707963267948966,0.0,0.0,179.98318247326108,Hazy_mountains_10.exr_preview.png,40,154,interp,0,5,
322,2.664285714285714,-3.35,0.064,1.5707963267948966,0.0,0.0,247.4863194870889,Hazy_mountains_10.exr_preview.png,40,154,interp,0,6,
323,2.75,-4.25,0.064,1.5707963267948966,0.0,0.0,84.6076596588878,snowy_mountains_10.exr_preview.png,41,-1,self,-1,-1,
324,2.7357142857142858,-4.25,0.064,1.5707963267948966,0.0,0.0,57.50266161250367,clear_70.exr_preview.png,41,134,interp,0,1,
325,2.7214285714285715,-4.25,0.064,1.5707963267948966,0.0,0.0,76.21074948576923,cumulus_70.exr_preview.png,41,134,interp,0,2,
326,2.7071428571428573,-4.25,0.064,1.5707963267948966,0.0,0.0,323.9290606107653,snowy_mountains_30.exr_preview.png,41,134,interp,0,3,
327,2.6928571428571426,-4.25,0.064,1.5707963267948966,0.0,0.0,324.69494642691774,hazy_mountains_70.exr_preview.png,41,134,interp,0,4,
328,2.6785714285714284,-4.25,0.064,1.5707963267948966,0.0,0.0,53.00006281819729,above_ocean_70.exr_preview.png,41,134,interp,0,5,
329,2.664285714285714,-4.25,0.064,1.5707963267948966,0.0,0.0,36.95644504095551,cumulus_10.exr_preview.png,41,134,interp,0,6,
330,2.75,-4.55,0.064,1.5707963267948966,0.0,0.0,294.27493364039134,cirrus_70.exr_preview.png,42,-1,self,-1,-1,
331,2.7357142857142858,-4.55,0.064,1.5707963267948966,0.0,0.0,25.495153859051015,clear_10.exr_preview.png,42,135,interp,0,1,
332,2.7214285714285715,-4.55,0.064,1.5707963267948966,0.0,0.0,185.9844810129448,cloudy_70.exr_preview.png,42,135,interp,0,2,
333,2.7071428571428573,-4.55,0.064,1.5707963267948966,0.0,0.0,169.12533429039016,cumulus_70.exr_preview.png,42,135,interp,0,3,
334,2.6928571428571426,-4.55,0.064,1.5707963267948966,0.0,0.0,190.19066551354024,cumulus_70.exr_preview.png,42,135,interp,0,4,
335,2.6785714285714284,-4.55,0.064,1.5707963267948966,0.0,0.0,179.86130532193465,clear_mountains_70.exr_preview.png,42,135,interp,0,5,
336,2.664285714285714,-4.55,0.064,1.5707963267948966,0.0,0.0,167.8654693513365,altocumulus_10.exr_preview.png,42,135,interp,0,6,
337,2.65,-3.25,0.064,1.5707963267948966,0.0,0.0,292.23770490441746,snowy_mountains_30.exr_preview.png,43,-1,self,-1,-1,
338,2.65,-3.2642857142857142,0.064,1.5707963267948966,0.0,0.0,269.898183131565,clear_mountains_70.exr_preview.png,43,154,interp,0,1,
339,2.65,-3.2785714285714285,0.064,1.5707963267948966,0.0,0.0,5.907713561866483,cloudy_70.exr_preview.png,43,154,interp,0,2,
340,2.65,-3.2928571428571427,0.064,1.5707963267948966,0.0,0.0,32.238188902490776,above_ocean_10.exr_preview.png,43,154,interp,0,3,
341,2.65,-3.3071428571428574,0.064,1.5707963267948966,0.0,0.0,220.06245938032237,empty_5.exr_preview.png,43,154,interp,0,4,
342,2.65,-3.3214285714285716,0.064,1.5707963267948966,0.0,0.0,149.80945523530306,altocumulus_10.exr_preview.png,43,154,interp,0,5,
343,2.65,-3.335714285714286,0.064,1.5707963267948966,0.0,0.0,77.47850306637854,above_ocean_70.exr_preview.png,43,154,interp,0,6,
344,2.65,-3.45,0.064,1.5707963267948966,0.0,0.0,339.01202648818173,cirrus_10.exr_preview.png,44,-1,self,-1,-1,
345,2.65,-3.4642857142857144,0.064,1.5707963267948966,0.0,0.0,140.7497686097867,cumulus_70.exr_preview.png,44,45,interp,0,1,
346,2.65,-3.4785714285714286,0.064,1.5707963267948966,0.0,0.0,39.46454947219161,empty_70.exr_preview.png,44,45,interp,0,2,
347,2.65,-3.492857142857143,0.064,1.5707963267948966,0.0,0.0,217.93228694629272,altocumulus_10.exr_preview.png,44,45,interp,0,3,
348,2.65,-3.507142857142857,0.064,1.5707963267948966,0.0,0.0,193.51612975553178,empty_10.exr_preview.png,44,45,interp,0,4,
349,2.65,-3.5214285714285714,0.064,1.5707963267948966,0.0,0.0,275.1732731979203,altocumulus_70.exr_preview.png,44,45,interp,0,5,
350,2.65,-3.5357142857142856,0.064,1.5707963267948966,0.0,0.0,170.64664479994167,above_ocean_70.exr_preview.png,44,45,interp,0,6,
351,2.65,-3.435714285714286,0.064,1.5707963267948966,0.0,0.0,355.19428379218385,clear_mountains_10.exr_preview.png,44,154,interp,1,1,
352,2.65,-3.4214285714285717,0.064,1.5707963267948966,0.0,0.0,8.931716320192557,cloudy_10.exr_preview.png,44,154,interp,1,2,
353,2.65,-3.4071428571428575,0.064,1.5707963267948966,0.0,0.0,289.07656662023277,cumulus_10.exr_preview.png,44,154,interp,1,3,
354,2.65,-3.392857142857143,0.064,1.5707963267948966,0.0,0.0,49.50677853945177,above_ocean_10.exr_preview.png,44,154,interp,1,4,
355,2.65,-3.3785714285714286,0.064,1.5707963267948966,0.0,0.0,313.2504897650709,cirrus_10.exr_preview.png,44,154,interp,1,5,
356,2.65,-3.3642857142857143,0.064,1.5707963267948966,0.0,0.0,38.850071459403715,cloudy_70.exr_preview.png,44,154,interp,1,6,
357,2.65,-3.55,0.064,1.5707963267948966,0.0,0.0,15.690656748723274,mars_10.exr_preview.png,45,-1,self,-1,-1,
358,2.65,-3.564285714285714,0.064,1.5707963267948966,0.0,0.0,252.9916456746272,clear_mountains_10.exr_preview.png,45,46,interp,0,1,
359,2.65,-3.5785714285714283,0.064,1.5707963267948966,0.0,0.0,38.67261649417186,cloudy_10.exr_preview.png,45,46,interp,0,2,
360,2.65,-3.5928571428571425,0.064,1.5707963267948966,0.0,0.0,178.47291419235708,clear_mountains_10.exr_preview.png,45,46,interp,0,3,
361,2.65,-3.607142857142857,0.064,1.5707963267948966,0.0,0.0,34.35470805915435,above_ocean_70.exr_preview.png,45,46,interp,0,4,
362,2.65,-3.6214285714285714,0.064,1.5707963267948966,0.0,0.0,334.88407363698997,empty_10.exr_preview.png,45,46,interp,0,5,
363,2.65,-3.6357142857142857,0.064,1.5707963267948966,0.0,0.0,201.01755253237857,altocumulus_10.exr_preview.png,45,46,interp,0,6,
364,2.65,-3.65,0.064,1.5707963267948966,0.0,0.0,19.929271269429222,empty_70.exr_preview.png,46,-1,self,-1,-1,
365,2.65,-3.664285714285714,0.064,1.5707963267948966,0.0,0.0,284.9722351913047,hazy_mountains_70.exr_preview.png,46,132,interp,0,1,
366,2.65,-3.6785714285714284,0.064,1.5707963267948966,0.0,0.0,19.059610049674095,mars_10.exr_preview.png,46,132,interp,0,2,
367,2.65,-3.6928571428571426,0.064,1.5707963267948966,0.0,0.0,140.08196274532602,clear_70.exr_preview.png,46,132,interp,0,3,
368,2.65,-3.7071428571428573,0.064,1.5707963267948966,0.0,0.0,58.50050593213558,altocumulus_70.exr_preview.png,46,132,interp,0,4,
369,2.65,-3.7214285714285715,0.064,1.5707963267948966,0.0,0.0,281.7506649540699,clear_70.exr_preview.png,46,132,interp,0,5,
370,2.65,-3.7357142857142858,0.064,1.5707963267948966,0.0,0.0,174.59095333641383,snowy_mountains_10.exr_preview.png,46,132,interp,0,6,
371,2.65,-3.85,0.064,1.5707963267948966,0.0,0.0,53.88056901508095,above_ocean_10.exr_preview.png,47,-1,self,-1,-1,
372,2.65,-3.835714285714286,0.064,1.5707963267948966,0.0,0.0,312.89646123178966,altocumulus_10.exr_preview.png,47,132,interp,0,1,
373,2.65,-3.8214285714285716,0.064,1.5707963267948966,0.0,0.0,309.89077268373387,cirrus_70.exr_preview.png,47,132,interp,0,2,
374,2.65,-3.8071428571428574,0.064,1.5707963267948966,0.0,0.0,36.43061708877117,cumulus_70.exr_preview.png,47,132,interp,0,3,
375,2.65,-3.7928571428571427,0.064,1.5707963267948966,0.0,0.0,24.48491920763238,altocumulus_70.exr_preview.png,47,132,interp,0,4,
376,2.65,-3.7785714285714285,0.064,1.5707963267948966,0.0,0.0,249.1192592202235,snowy_mountains_10.exr_preview.png,47,132,interp,0,5,
377,2.65,-3.7642857142857142,0.064,1.5707963267948966,0.0,0.0,75.09694426315399,above_ocean_10.exr_preview.png,47,132,interp,0,6,
378,2.65,-3.8642857142857143,0.064,1.5707963267948966,0.0,0.0,108.70943501388378,mars_70.exr_preview.png,47,133,interp,1,1,
379,2.65,-3.8785714285714286,0.064,1.5707963267948966,0.0,0.0,232.4134173143028,cirrus_10.exr_preview.png,47,133,interp,1,2,
380,2.65,-3.892857142857143,0.064,1.5707963267948966,0.0,0.0,182.80285862163757,clear_10.exr_preview.png,47,133,interp,1,3,
381,2.65,-3.9071428571428575,0.064,1.5707963267948966,0.0,0.0,220.03155093292378,cirrus_10.exr_preview.png,47,133,interp,1,4,
382,2.65,-3.9214285714285717,0.064,1.5707963267948966,0.0,0.0,73.39227381458412,altocumulus_70.exr_preview.png,47,133,interp,1,5,
383,2.65,-3.935714285714286,0.064,1.5707963267948966,0.0,0.0,281.5738191052774,cirrus_10.exr_preview.png,47,133,interp,1,6,
384,2.65,-4.05,0.064,1.5707963267948966,0.0,0.0,80.93146516536912,clear_mountains_70.exr_preview.png,48,-1,self,-1,-1,
385,2.65,-4.064285714285714,0.064,1.5707963267948966,0.0,0.0,238.71742549164614,altocumulus_10.exr_preview.png,48,49,interp,0,1,
386,2.65,-4.078571428571428,0.064,1.5707963267948966,0.0,0.0,239.22048832765626,above_ocean_10.exr_preview.png,48,49,interp,0,2,
387,2.65,-4.0928571428571425,0.064,1.5707963267948966,0.0,0.0,227.0273102356755,clear_10.exr_preview.png,48,49,interp,0,3,
